QualifyID;RaceID;DriverID;ConstructorID;Position;Q1_Lap_Time;Q2_Lap_Time;Q3_Lap_Time
55;20;17;9;11;93.194;92.371;
56;20;22;11;12;92.944;92.508;
57;20;10;7;13;92.8;92.528;
58;20;12;4;14;92.975;92.79;
59;20;7;5;15;93.415;92.915;
60;20;6;3;16;93.386;92.943;
61;20;14;9;17;93.433;;
62;20;21;10;18;93.501;;
63;20;20;5;19;93.562;;
64;20;16;10;20;93.845;;
65;20;19;8;21;94.14;;
66;20;11;8;22;95.725;;
67;21;8;6;1;80.701;80.784;81.813
68;21;4;4;2;81.347;80.804;81.904
69;21;13;6;3;81.528;80.584;82.058
70;21;9;2;4;81.423;80.597;82.065
71;21;1;1;5;81.366;80.825;82.096
72;21;5;1;6;81.43;80.817;82.231
73;21;17;9;7;81.494;80.984;82.429
74;21;15;7;8;81.158;80.907;82.529
75;21;2;2;9;81.466;80.815;82.542
76;21;12;4;10;81.409;80.894;82.699
77;21;22;11;11;81.548;81.049;
78;21;6;3;12;81.69;81.117;
79;21;18;11;13;81.757;81.211;
80;21;10;7;14;81.427;81.23;
81;21;3;3;15;81.472;81.349;
82;21;7;5;16;81.54;81.724;
83;21;14;9;17;81.81;;
84;21;20;5;18;82.108;;
85;21;21;10;19;82.516;;
86;21;16;10;20;83.224;;
87;21;19;8;21;83.318;;
88;21;11;8;22;83.496;;
89;22;13;6;1;85.994;86.192;87.617
90;22;5;1;2;86.736;86.29;87.808
91;22;1;1;3;86.192;86.477;87.923
92;22;8;6;4;86.457;86.05;87.936
93;22;9;2;5;86.761;86.129;88.39
94;22;17;9;6;86.773;86.466;88.417
95;22;4;4;7;86.836;86.522;88.422
96;22;15;7;8;86.695;86.822;88.836
97;22;2;2;9;87.107;87.607;88.882
98;22;14;9;10;86.939;86.52;89.959
99;22;3;3;11;87.367;87.012;
100;22;22;11;12;87.355;87.219;
101;22;18;11;13;87.428;87.298;
102;22;20;5;14;87.442;87.412;
103;22;10;7;15;86.614;87.806;
104;22;6;3;16;87.547;;
105;22;12;4;17;87.568;;
106;22;7;5;18;87.621;;
107;22;21;10;19;87.807;;
108;22;16;10;20;88.325;;
109;23;13;6;1;75.19;75.11;75.787
110;23;8;6;2;75.717;75.404;75.815
111;23;1;1;3;75.582;75.322;75.839
112;23;5;1;4;75.295;75.389;76.165
113;23;9;2;5;75.977;75.483;76.171
114;23;3;3;6;75.935;75.287;76.548
115;23;4;4;7;76.646;75.827;76.852
116;23;15;7;8;76.306;75.598;77.203
117;23;17;9;9;76.074;75.745;77.343
118;23;14;9;10;76.086;75.839;
119;23;10;7;11;76.285;75.907;
120;23;18;11;12;76.259;76.101;
121;23;2;2;13;76.65;76.455;
122;23;6;3;14;76.756;76.479;
123;23;22;11;15;76.208;76.537;
124;23;7;5;16;76.806;;
125;23;12;4;17;76.933;;
126;23;20;5;18;76.955;;
127;23;16;10;19;77.225;;
128;23;21;10;20;77.823;;
129;24;1;1;1;76.909;77.034;77.886
130;24;9;2;2;77.471;77.679;78.498
131;24;8;6;3;77.301;77.364;78.735
132;24;4;4;4;77.415;77.488;78.746
133;24;3;3;5;77.991;77.891;78.844
134;24;13;6;6;77.231;77.353;79.048
135;24;5;1;7;77.287;77.684;79.089
136;24;2;2;8;78.082;77.781;79.633
137;24;22;11;9;78.256;78.02;80.848
138;24;17;9;10;77.582;77.523;
139;24;10;7;11;78.321;78.031;
140;24;6;3;12;77.638;78.062;
141;24;14;9;13;78.168;78.238;
142;24;15;7;14;78.039;78.327;
143;24;12;4;15;78.505;78.393;
144;24;7;5;16;78.916;;
145;24;16;10;17;79.108;;
146;24;21;10;18;79.165;;
147;24;18;11;19;83.565;;
148;24;20;5;20;;;
149;25;8;6;1;75.133;75.161;76.449
150;25;13;6;2;75.024;75.041;76.49
151;25;1;1;3;75.634;75.293;76.693
152;25;4;4;4;75.754;75.483;76.84
153;25;15;7;5;75.521;75.362;76.92
154;25;5;1;6;75.965;75.639;76.944
155;25;9;2;7;75.687;75.723;77.037
156;25;17;9;8;76.02;75.488;77.233
157;25;14;9;9;75.802;75.654;77.426
158;25;10;7;10;75.727;75.558;77.596
159;25;12;4;11;75.848;75.77;
160;25;2;2;12;76.006;75.786;
161;25;20;5;13;75.918;75.816;
162;25;7;5;14;76.072;76.045;
163;25;3;3;15;76.085;76.235;
164;25;6;3;16;76.243;;
165;25;18;11;17;76.306;;
166;25;22;11;18;76.33;;
167;25;21;10;19;76.971;;
168;25;16;10;20;77.053;;
169;26;5;1;1;79.957;79.597;81.049
170;26;17;9;2;80.982;79.71;81.554
171;26;8;6;3;80.37;79.971;81.706
172;26;1;1;4;80.288;79.537;81.835
173;26;2;2;5;81.022;79.802;81.873
174;26;4;4;6;80.998;79.992;82.029
175;26;12;4;7;80.818;80.115;82.491
176;26;20;5;8;80.318;80.109;83.251
177;26;13;6;9;80.676;80.086;83.305
178;26;9;2;10;80.444;79.788;
179;26;14;9;11;81.224;80.174;
180;26;10;7;12;80.893;80.274;
181;26;7;5;13;80.584;80.531;
182;26;15;7;14;81.145;80.601;
183;26;6;3;15;81.407;81.112;
184;26;22;11;16;81.512;;
185;26;18;11;17;81.631;;
186;26;3;3;18;81.668;;
187;26;16;10;19;81.786;;
188;26;21;10;20;81.885;;
189;27;1;1;1;75.218;74.603;75.666
190;27;13;6;2;74.921;74.747;75.859
191;27;5;1;3;75.476;74.855;76.143
192;27;15;7;4;75.56;75.122;76.191
193;27;4;4;5;75.917;74.943;76.385
194;27;8;6;6;75.201;74.949;76.389
195;27;9;2;7;75.985;75.109;76.521
196;27;17;9;8;75.9;75.481;77.014
197;27;20;5;9;75.532;75.42;77.244
198;27;14;9;10;75.975;75.338;77.503
199;27;10;7;11;75.56;75.508;
200;27;2;2;12;75.596;75.581;
201;27;3;3;13;75.863;75.633;
202;27;18;11;14;75.993;75.701;
203;27;7;5;15;75.927;75.858;
204;27;6;3;16;76.083;;
205;27;12;4;17;76.189;;
206;27;22;11;18;76.246;;
207;27;16;10;19;76.657;;
208;27;21;10;20;76.963;;
209;28;1;1;1;79.376;79.473;80.899
210;28;5;1;2;79.945;79.48;81.14
211;28;13;6;3;79.578;79.068;81.191
212;28;9;2;4;80.053;79.776;81.281
213;28;10;7;5;79.98;79.246;81.326
214;28;8;6;6;80.006;79.546;81.516
215;28;4;4;7;80.229;79.816;81.698
216;28;17;9;8;80.073;80.046;81.732
217;28;15;7;9;79.942;79.486;81.767
218;28;12;4;10;80.583;80.131;82.371
219;28;20;5;11;80.157;80.144;
220;28;18;11;12;80.888;80.332;
221;28;14;9;13;80.505;80.502;
222;28;7;5;14;80.64;80.963;
223;28;3;3;15;80.748;;
224;28;2;2;16;81.045;;
225;28;6;3;17;81.085;;
226;28;22;11;18;81.332;;
227;28;21;10;19;81.67;;
228;28;16;10;20;82.113;;
229;29;13;6;1;98.176;97.859;98.989
230;29;1;1;2;98.464;97.954;99.199
231;29;9;2;3;98.347;98.05;99.392
232;29;8;6;4;98.703;98.229;99.488
233;29;5;1;5;98.656;98.12;99.937
234;29;20;5;6;98.141;97.842;100.142
235;29;15;7;7;97.948;97.928;100.309
236;29;2;2;8;98.738;97.859;100.631
237;29;3;3;9;98.595;98.336;100.721
238;29;7;5;10;98.622;98.417;100.75
239;29;6;3;11;98.667;98.428;
240;29;4;4;12;98.268;98.435;
241;29;10;7;13;98.532;98.499;
242;29;17;9;14;98.559;98.515;
243;29;12;4;15;98.787;98.744;
244;29;18;11;16;98.88;;
245;29;14;9;17;99.235;;
246;29;21;10;18;99.268;;
247;29;22;11;19;99.811;;
248;29;16;10;20;99.943;;
249;30;1;1;1;106.887;106.088;107.338
250;30;13;6;2;106.873;106.391;107.678
251;30;5;1;3;106.812;106.037;107.815
252;30;8;6;4;106.96;106.298;107.992
253;30;2;2;5;107.419;106.311;108.315
254;30;4;4;6;107.154;106.491;108.504
255;30;17;9;7;107.27;106.814;108.736
256;30;9;2;8;107.093;106.494;108.763
257;30;7;5;9;106.777;106.544;108.951
258;30;20;5;10;107.152;106.804;110.319
259;30;15;7;11;107.4;106.949;
260;30;12;4;12;107.052;106.965;
261;30;10;7;13;107.359;106.995;
262;30;14;9;14;107.132;107.018;
263;30;3;3;15;107.503;107.429;
264;30;22;11;16;108.153;;
265;30;18;11;17;108.211;;
266;30;16;10;18;108.226;;
267;30;6;3;19;108.268;;
268;30;21;10;20;108.447;;
269;31;20;5;1;95.464;95.837;97.555
270;31;5;1;2;95.214;95.843;97.631
271;31;17;9;3;96.001;96.306;98.117
272;31;7;5;4;95.543;96.175;98.445
273;31;3;3;5;95.485;95.898;98.767
274;31;13;6;6;95.536;96.676;98.894
275;31;15;7;7;95.906;96.008;99.152
276;31;4;4;8;96.297;96.518;99.751
277;31;10;7;9;95.737;96.525;99.787
278;31;2;2;10;95.709;96.626;99.906
279;31;9;2;11;95.553;96.697;
280;31;21;10;12;96.28;96.698;
281;31;14;9;13;96.485;97.284;
282;31;8;6;14;95.965;97.522;
283;31;1;1;15;95.394;99.265;
284;31;22;11;16;96.51;;
285;31;12;4;17;96.63;;
286;31;6;3;18;96.653;;
287;31;18;11;19;97.006;;
288;31;16;10;20;97.417;;
289;32;13;6;1;104.519;104.014;104.801
290;32;1;1;2;104.501;104.932;105.465
291;32;8;6;3;104.282;104.232;105.617
292;32;9;2;4;104.74;104.519;105.779
293;32;5;1;5;104.311;104.207;105.873
294;32;2;2;6;105.548;104.52;105.964
295;32;20;5;7;105.042;104.261;106.244
296;32;10;7;8;105.184;104.441;106.328
297;32;3;3;9;105.103;104.429;106.611
298;32;6;3;10;105.127;104.826;107.547
299;32;15;7;11;105.642;105.038;
300;32;18;11;12;105.66;105.133;
301;32;17;9;13;105.493;105.212;
302;32;14;9;14;106.028;105.298;
303;32;4;4;15;104.971;;
304;32;12;4;16;106.037;;
305;32;7;5;17;106.389;;
306;32;22;11;18;106.583;;
307;32;16;10;19;107.94;;
308;32;21;10;20;;;
309;33;1;1;1;78.071;77.462;78.404
310;33;8;6;2;78.16;77.733;78.644
311;33;5;1;3;78.22;77.36;78.821
312;33;4;4;4;78.29;77.871;78.852
313;33;13;6;5;78.11;77.287;78.874
314;33;9;2;6;78.684;77.931;78.979
315;33;15;7;7;78.501;77.541;79.026
316;33;10;7;8;77.945;77.67;79.118
317;33;20;5;9;78.559;77.714;79.638
318;33;7;5;10;78.593;78.102;80.167
319;33;14;9;11;78.303;78.187;
320;33;12;4;12;78.3;78.274;
321;33;17;9;13;78.372;78.354;
322;33;6;3;14;78.64;78.594;
323;33;3;3;15;78.74;78.672;
324;33;2;2;16;78.835;;
325;33;22;11;17;78.882;;
326;33;18;11;18;79.1;;
327;33;16;10;19;79.163;;
328;33;21;10;20;79.91;;
329;34;1;1;1;95.566;94.947;96.303
330;34;8;6;2;95.983;95.355;96.645
331;34;13;6;3;95.971;95.135;96.889
332;34;4;4;4;95.769;95.461;96.927
333;34;5;1;5;95.623;95.216;96.93
334;34;17;9;6;96.238;95.686;97.083
335;34;2;2;7;96.224;95.403;97.201
336;34;20;5;8;95.752;95.386;97.685
337;34;15;7;9;96.104;95.715;97.934
338;34;7;5;10;96.239;95.478;98.885
339;34;12;4;11;96.029;95.722;
340;34;9;2;12;96.503;95.814;
341;34;10;7;13;96.21;95.937;
342;34;22;11;14;96.64;96.079;
343;34;3;3;15;96.434;96.21;
344;34;14;9;16;96.731;;
345;34;6;3;17;96.863;;
346;34;18;11;18;97.053;;
347;34;16;10;19;97.73;;
348;34;21;10;20;97.739;;
349;35;13;6;1;71.83;71.875;72.368
350;35;15;7;2;72.226;72.107;72.737
351;35;8;6;3;72.083;71.95;72.825
352;35;1;1;4;72.213;71.856;72.83
353;35;5;1;5;72.366;71.768;72.917
354;35;4;4;6;72.214;72.09;72.967
355;35;20;5;7;72.39;71.845;73.082
356;35;2;2;8;72.371;72.026;73.297
357;35;7;5;9;72.498;72.075;74.105
358;35;10;7;10;72.223;71.909;74.23
359;35;12;4;11;72.348;72.137;
360;35;17;9;12;72.409;72.289;
361;35;9;2;13;72.381;72.3;
362;35;14;9;14;72.69;72.717;
363;35;22;11;15;72.548;73.139;
364;35;6;3;16;72.8;;
365;35;18;11;17;72.81;;
366;35;3;3;18;73.002;;
367;35;21;10;19;73.426;;
368;35;16;10;20;73.508;;
369;36;8;6;1;86.644;85.644;86.072
370;36;4;1;2;86.697;85.326;86.493
371;36;2;2;3;86.895;85.358;86.556
372;36;1;1;4;86.674;85.577;86.755
373;36;9;2;5;86.696;85.882;87.347
374;36;21;4;6;87.27;85.944;87.634
375;36;17;9;7;86.978;86.623;87.934
376;36;15;7;8;87.014;86.688;88.404
377;36;23;7;9;87.328;86.739;88.692
378;36;11;8;10;87.365;86.758;88.871
379;36;19;8;11;86.986;86.909;
380;36;3;3;12;87.596;86.914;
381;36;5;4;13;87.529;86.964;
382;36;18;11;14;87.54;87.264;
383;36;25;3;15;87.479;87.393;
384;36;13;6;16;86.712;;
385;36;22;11;17;87.679;;
386;36;26;5;18;88.305;;
387;36;14;9;19;88.579;;
388;36;24;5;20;89.267;;
389;36;16;12;21;89.339;;
390;36;27;12;22;91.932;;
391;37;13;6;1;95.34;94.454;95.043
392;37;4;1;2;94.942;94.057;95.31
393;37;8;6;3;95.138;94.687;95.479
394;37;1;1;4;95.028;94.65;96.045
395;37;2;2;5;95.617;95.203;96.543
396;37;3;3;6;95.755;95.38;96.829
397;37;9;2;7;95.294;94.739;96.839
398;37;15;7;8;95.666;95.255;96.902
399;37;23;7;9;95.736;95.595;97.078
400;37;17;9;10;95.727;95.579;97.345
401;37;5;4;11;96.092;95.63;
402;37;21;4;12;95.879;95.706;
403;37;14;9;13;95.73;95.766;
404;37;11;8;14;96.43;95.945;
405;37;18;11;15;95.913;96.088;
406;37;24;5;16;96.14;96.145;
407;37;26;5;17;96.578;;
408;37;19;8;18;96.816;;
409;37;22;11;19;96.827;;
410;37;25;3;20;97.326;;
411;37;27;12;21;98.279;;
412;37;16;12;22;98.415;;
413;38;13;6;1;92.443;91.359;92.652
414;38;1;1;2;92.58;91.752;92.935
415;38;8;6;3;93.161;91.812;93.131
416;38;4;1;4;93.049;92.214;93.192
417;38;2;2;5;93.164;92.154;93.404
418;38;9;2;6;93.348;92.292;93.71
419;38;21;4;7;93.556;92.889;94.056
420;38;17;9;8;93.496;92.808;94.106
421;38;15;7;9;93.218;92.429;94.154
422;38;3;3;10;93.349;92.815;94.399
423;38;25;3;11;93.759;92.915;
424;38;5;4;12;93.467;92.935;
425;38;19;8;13;93.299;93.082;
426;38;23;7;14;93.923;93.294;
427;38;22;11;15;93.776;93.624;
428;38;18;11;16;93.967;93.731;
429;38;11;8;17;93.984;;
430;38;24;5;18;94.024;;
431;38;26;5;19;94.333;;
432;38;16;12;20;95.28;;
433;38;14;9;21;95.341;;
434;38;27;12;22;95.533;;
435;39;13;6;1;81.375;80.597;81.421
436;39;4;1;2;81.609;80.797;81.451
437;39;8;6;3;81.802;80.741;81.723
438;39;1;1;4;81.12;80.713;81.785
439;39;9;2;5;81.941;81.381;82.253
440;39;15;7;6;82.501;81.554;82.324
441;39;2;2;7;81.625;81.113;82.389
442;39;5;4;8;81.79;81.623;82.568
443;39;14;9;9;82.491;81.488;82.749
444;39;21;4;10;82.064;81.677;82.881
445;39;3;3;11;81.943;81.968;
446;39;22;11;12;82.502;82.097;
447;39;11;8;13;82.09;82.115;
448;39;18;11;14;82.503;82.12;
449;39;19;8;15;82.295;;
450;39;24;5;16;82.508;;
451;39;23;7;17;82.666;;
452;39;25;3;18;82.769;;
453;39;17;9;19;83.398;;
454;39;16;12;20;83.811;;
455;39;27;12;21;83.99;;
456;39;26;5;22;;;
457;40;4;1;1;76.059;75.431;75.726
458;40;1;1;2;75.685;75.479;75.905
459;40;13;6;3;76.786;76.034;75.967
460;40;21;4;4;77.596;76.054;76.285
461;40;3;3;5;76.87;76.1;76.439
462;40;17;9;6;77.816;76.42;76.784
463;40;2;2;7;77.385;75.733;76.832
464;40;9;2;8;77.584;75.576;76.955
465;40;22;11;9;77.244;76.454;77.498
466;40;18;11;10;77.297;76.457;77.939
467;40;25;3;11;77.874;76.662;
468;40;24;5;12;76.72;76.703;
469;40;14;9;13;77.204;76.319;
470;40;15;7;14;77.686;76.988;
471;40;5;4;15;77.836;77.125;
472;40;8;6;16;76.251;;
473;40;19;8;17;78.25;;
474;40;26;5;18;78.39;;
475;40;16;12;19;78.418;;
476;40;23;7;20;78.539;;
477;40;11;8;21;78.554;;
478;40;27;12;22;;;
479;41;1;1;1;76.576;75.486;75.707
480;41;4;1;2;76.562;75.522;76.163
481;41;2;2;3;77.006;75.96;76.266
482;41;8;6;4;76.468;76.592;76.411
483;41;13;6;5;76.756;76.138;76.57
484;41;17;9;6;77.315;76.257;76.913
485;41;3;3;7;77.016;76.19;76.919
486;41;9;2;8;77.267;76.368;76.993
487;41;21;4;9;76.805;76.288;77.229
488;41;15;7;10;77.324;76.6;77.747
489;41;11;8;11;77.49;76.743;
490;41;24;5;12;77.541;76.76;
491;41;22;11;13;77.011;77.116;
492;41;14;9;14;77.436;77.304;
493;41;18;11;15;77.522;77.541;
494;41;26;5;16;77.433;77.571;
495;41;19;8;17;77.542;;
496;41;23;7;18;77.634;;
497;41;25;3;19;78.089;;
498;41;16;12;20;78.536;;
499;41;27;12;21;79.196;;
500;41;5;4;22;77.806;;
501;42;1;1;1;72.563;72.065;72.331
502;42;4;1;2;72.416;71.926;72.5
503;42;13;6;3;72.731;72.18;72.703
504;42;8;6;4;72.732;72.111;72.839
505;42;2;2;5;72.543;72.188;72.847
506;42;5;4;6;72.998;72.599;73.308
507;42;20;2;7;72.711;72.644;73.513
508;42;15;7;8;73.186;72.828;73.789
509;42;17;9;9;73.425;72.788;73.871
510;42;21;4;10;73.168;72.603;73.953
511;42;14;9;11;73.424;72.873;
512;42;23;7;12;72.851;72.92;
513;42;18;11;13;73.306;72.998;
514;42;3;3;14;73.128;73.06;
515;42;22;11;15;73.203;73.201;
516;42;19;8;16;73.164;73.259;
517;42;25;3;17;73.441;;
518;42;11;8;18;73.477;;
519;42;24;5;19;73.484;;
520;42;26;5;20;73.712;;
521;42;16;12;21;74.122;;
522;42;27;12;22;74.597;;
523;43;13;6;1;75.303;74.822;75.034
524;43;1;1;2;74.805;74.795;75.104
525;43;8;6;3;74.872;74.828;75.257
526;43;9;2;4;75.778;75.066;75.493
527;43;21;4;5;76.047;75.227;75.674
528;43;5;4;6;75.524;75.272;75.826
529;43;2;2;7;75.783;75.149;75.9
530;43;15;7;8;76.118;75.379;75.935
531;43;3;3;9;76.092;75.331;76.328
532;43;4;1;10;75.322;75.084;
533;43;23;7;11;75.76;75.534;
534;43;18;11;12;76.113;75.584;
535;43;22;11;13;76.14;75.761;
536;43;17;9;14;75.746;75.806;
537;43;26;5;15;75.98;76.049;
538;43;14;9;16;75.915;;
539;43;24;5;17;76.142;;
540;43;25;3;18;76.241;;
541;43;19;8;19;76.366;;
542;43;27;12;20;77.826;;
543;43;16;12;21;77.915;;
544;43;11;8;22;76.244;;
545;44;1;1;1;79.885;79.4;79.997
546;44;8;6;2;79.753;79.252;80.099
547;44;4;1;3;79.33;79.152;80.147
548;44;13;6;4;79.79;79.421;80.265
549;44;9;2;5;80.294;80.054;80.401
550;44;23;7;6;80.513;79.86;80.516
551;44;5;4;7;80.57;80.077;80.721
552;44;21;4;8;80.842;80.042;80.775
553;44;2;2;9;80.534;80.178;80.894
554;44;15;7;10;81.15;80.133;81.24
555;44;17;9;11;80.583;80.235;
556;44;14;9;12;81.154;80.329;
557;44;25;3;13;80.83;80.35;
558;44;22;11;14;81.169;80.364;
559;44;26;5;15;80.834;80.515;
560;44;24;5;16;81.16;80.823;
561;44;3;3;17;81.219;;
562;44;18;11;18;81.335;;
563;44;19;8;19;81.448;;
564;44;16;12;20;82.019;;
565;44;11;8;21;82.045;;
566;44;27;12;22;82.586;;
567;45;8;6;1;91.522;91.237;91.45
568;45;4;1;2;91.074;90.983;91.741
569;45;13;6;3;91.447;90.912;91.778
570;45;2;2;4;91.889;91.652;91.84
571;45;9;2;5;91.961;91.444;92.123
572;45;17;9;6;92.629;91.661;92.476
573;45;5;4;7;92.594;91.783;92.478
574;45;15;7;8;92.381;91.859;92.501
575;45;23;7;9;92.446;91.843;92.57
576;45;1;1;10;91.587;91.185;93.833
577;45;3;3;11;92.117;91.978;
578;45;25;3;12;92.173;91.996;
579;45;21;4;13;92.378;92.01;
580;45;22;11;14;92.674;92.221;
581;45;19;8;15;92.793;92.451;
582;45;11;8;16;92.678;92.838;
583;45;18;11;17;92.983;;
584;45;26;5;18;93.038;;
585;45;24;5;19;93.148;;
586;45;14;9;20;93.151;;
587;45;16;12;21;94.5;;
588;45;28;12;22;95.94;;
589;46;4;1;1;80.425;79.661;79.674
590;46;1;1;2;79.57;79.301;79.781
591;46;2;2;3;80.751;80.322;80.259
592;46;8;6;4;80.435;80.107;80.41
593;46;3;3;5;80.547;80.188;80.632
594;46;23;7;6;80.449;80.455;80.714
595;46;9;2;7;80.366;80.703;80.876
596;46;21;4;8;81.645;80.59;81.079
597;46;15;7;9;80.481;79.951;81.206
598;46;17;9;10;80.794;80.439;81.256
599;46;14;9;11;81.291;80.718;
600;46;5;4;12;80.285;80.779;
601;46;25;3;13;81.243;80.865;
602;46;13;6;14;80.408;81.021;
603;46;19;8;15;81.018;81.127;
604;46;24;5;16;81.73;81.993;
605;46;18;11;17;81.737;;
606;46;22;11;18;81.877;;
607;46;11;8;19;82.143;;
608;46;20;5;20;82.177;;
609;46;16;12;21;82.737;;
610;46;29;12;22;83.774;;
611;47;13;6;1;87.488;87.039;87.329
612;47;1;1;2;87.513;86.936;87.373
613;47;8;6;3;87.294;86.902;87.546
614;47;4;1;4;87.328;86.841;87.574
615;47;9;2;5;87.997;87.253;87.722
616;47;2;2;6;88.099;87.253;88.037
617;47;5;4;7;88.127;87.039;88.491
618;47;3;3;8;88.275;87.75;88.501
619;47;15;7;9;88.318;87.801;88.74
620;47;21;4;10;88.313;87.88;89.322
621;47;19;8;11;88.304;88.002;
622;47;17;9;12;88.5;88.013;
623;47;14;9;13;88.395;88.1;
624;47;25;3;14;88.36;88.39;
625;47;24;5;15;88.798;;
626;47;23;7;16;88.809;;
627;47;11;8;17;88.953;;
628;47;20;5;18;89.408;;
629;47;16;12;19;89.861;;
630;47;29;12;20;91.479;;
631;47;18;11;21;88.373;88.22;
632;47;22;11;22;88.792;88.188;
633;48;4;1;1;81.718;81.356;81.997
634;48;1;1;2;81.956;81.746;82.034
635;48;13;6;3;82.309;81.993;82.549
636;48;2;2;4;83.107;82.466;83.174
637;48;8;6;5;82.673;82.369;83.183
638;48;9;2;6;83.088;82.4;83.446
639;48;5;4;7;83.505;83.134;84.102
640;48;3;3;8;83.333;82.748;84.382
641;48;15;7;9;83.724;83.107;84.555
642;48;18;11;10;83.639;83.021;85.165
643;48;17;9;11;83.575;83.166;
644;48;22;11;12;83.474;83.176;
645;48;25;3;13;83.739;83.209;
646;48;19;8;14;83.646;83.274;
647;48;21;4;15;83.559;83.325;
648;48;20;5;16;83.578;83.351;
649;48;11;8;17;83.749;;
650;48;23;7;18;83.787;;
651;48;24;5;19;83.886;;
652;48;14;9;20;84.019;;
653;48;16;12;21;84.699;;
654;48;29;12;22;85.084;;
655;49;8;6;1;106.242;105.07;105.994
656;49;13;6;2;106.06;105.173;106.011
657;49;4;1;3;106.058;105.442;106.091
658;49;1;1;4;106.437;105.132;106.406
659;49;3;3;5;106.95;106.469;107.334
660;49;2;2;6;106.923;105.994;107.409
661;49;17;9;7;107.084;106.426;107.524
662;49;15;7;8;107.143;106.48;107.798
663;49;5;4;9;106.971;106.24;108.505
664;49;23;7;10;107.3;106.618;
665;49;14;9;11;107.34;106.8;
666;49;18;11;12;107.474;106.955;
667;49;24;5;13;107.576;107.115;
668;49;9;2;14;106.707;105.885;106.996
669;49;25;3;15;107.522;107.394;
670;49;20;5;16;107.581;;
671;49;22;11;17;107.954;;
672;49;11;8;18;107.98;;
673;49;16;12;19;108.044;;
674;49;19;8;20;108.199;;
675;49;29;12;21;109.557;;
676;49;21;4;22;107.143;106.603;
677;50;1;1;1;85.489;84.753;85.368
678;50;4;1;2;85.379;84.806;85.438
679;50;8;6;3;85.39;84.988;85.516
680;50;13;6;4;85.359;85.049;85.765
681;50;2;2;5;85.971;85.248;86.505
682;50;18;11;6;86.614;85.454;86.913
683;50;17;9;7;85.97;85.535;86.914
684;50;20;5;8;86.025;85.909;86.973
685;50;9;2;9;86.3;85.53;87.225
686;50;21;4;10;86.909;86.033;
687;50;5;4;11;87.223;86.232;
688;50;14;9;12;86.904;86.247;
689;50;15;7;13;86.711;86.253;
690;50;24;5;14;87.234;86.948;
691;50;23;7;15;87.191;;
692;50;3;3;16;86.579;85.816;86.728
693;50;22;11;17;87.323;;
694;50;25;3;18;87.454;;
695;50;19;8;19;87.564;;
696;50;16;12;20;88.628;;
697;50;11;8;21;88.762;;
698;50;29;12;22;89.668;;
699;51;1;1;1;95.798;95.898;95.908
700;51;8;6;2;95.692;95.381;96.044
701;51;13;6;3;95.792;95.796;96.221
702;51;4;1;4;95.809;95.845;96.576
703;51;14;9;5;96.93;96.252;97.619
704;51;23;7;6;97.135;96.709;98.013
705;51;17;9;7;97.199;96.602;98.153
706;51;2;2;8;96.737;96.217;98.455
707;51;9;2;9;96.309;96.116;98.472
708;51;18;11;10;97.092;96.771;99.285
709;51;24;5;11;97.047;96.862;
